Episode,Step,Action,Reward,Epsilon,AvgWait,Phase,N_Queue,S_Queue,E_Queue,W_Queue,Q0,Q1
13,1,0,-0.05,0.9416228069143757,0.0,0,0,0,1,0,-12.862916,-12.832607
13,2,0,-0.0,0.9416228069143757,0.0,0,0,0,0,0,-13.031409,-12.986722
13,3,2,-0.0,0.9416228069143757,0.0,0,0,0,0,0,-12.909265,-12.869541
13,4,0,-0.1,0.9416228069143757,0.0,0,1,1,0,0,-12.909265,-12.869541
13,5,0,-0.0,0.9416228069143757,0.0,0,0,0,0,0,-12.829027,-12.8034115
13,6,2,-0.0,0.9416228069143757,0.0,0,0,0,0,0,-12.909265,-12.869541
13,7,2,-0.05,0.9416228069143757,0.0,0,0,0,1,0,-12.909265,-12.869541
13,8,2,-0.1,0.9416228069143757,0.0,0,1,0,0,1,-13.031409,-12.986722
13,9,2,-0.05,0.9416228069143757,0.0,0,0,1,0,0,-13.003679,-12.958763
13,10,0,-0.0,0.9416228069143757,0.0,0,0,0,0,0,-12.862916,-12.832607
13,11,2,-0.0,0.9416228069143757,0.0,1,0,0,0,0,-12.909265,-12.869541
13,12,0,-0.05,0.9416228069143757,0.0,1,0,0,1,0,-10.981341,-11.078537
13,13,0,-0.05,0.9416228069143757,0.0,1,1,0,0,0,-10.987711,-11.089876
13,14,0,-0.55,0.9416228069143757,0.0,2,0,1,0,0,-11.026999,-11.133869
13,15,2,-0.55,0.9416228069143757,0.0,2,0,0,0,1,-13.758411,-13.94227
13,16,0,-0.7,0.9416228069143757,0.07692307692307693,2,0,1,1,0,-13.724329,-13.906572
13,17,0,-0.7,0.9416228069143757,0.14285714285714285,2,1,1,0,0,-13.74399,-13.933361
13,18,2,-0.8,0.9416228069143757,0.2857142857142857,2,1,1,0,0,-13.822282,-14.013074
13,19,0,-0.65,0.9416228069143757,0.25,2,0,2,0,1,-13.822282,-14.013074
13,20,0,-0.8,0.9416228069143757,0.375,2,0,1,0,1,-13.796936,-13.987809
13,21,2,-0.9,0.9416228069143757,0.47058823529411764,2,1,2,1,0,-13.762107,-13.948258
13,22,0,-1.0,0.9416228069143757,0.6111111111111112,2,2,2,0,0,-13.838525,-14.04077
13,23,0,-1.0,0.9416228069143757,0.7368421052631579,2,1,3,0,0,-13.91361,-14.118148
13,24,2,-0.45,0.9416228069143757,0.8947368421052632,2,1,2,0,0,-13.885425,-14.087595
13,25,2,-0.6,0.9416228069143757,1.1666666666666667,2,2,2,0,0,-13.853875,-14.050351
13,26,0,-0.8,0.9416228069143757,1.368421052631579,3,2,3,1,0,-13.91361,-14.118148
13,27,0,-0.85,0.9416228069143757,1.4761904761904763,3,3,4,0,0,-11.460265,-12.054675
13,28,2,-0.75,0.9416228069143757,1.7142857142857142,3,2,3,0,0,-11.563345,-12.1660185
13,29,0,2.65,0.9416228069143757,0.19047619047619047,0,0,1,0,0,-11.471847,-12.059825
13,30,0,-0.25,0.9416228069143757,0.047619047619047616,0,0,0,1,0,-12.862916,-12.832607
13,31,0,-0.7,0.9416228069143757,0.09523809523809523,0,0,0,2,0,-13.031409,-12.986722
13,32,2,-0.75,0.9416228069143757,0.13636363636363635,0,1,1,1,0,-13.15397,-13.104323
13,33,2,-0.8,0.9416228069143757,0.22727272727272727,0,0,0,1,1,-12.945794,-12.914676
13,34,2,-0.95,0.9416228069143757,0.36363636363636365,0,0,0,2,1,-13.165435,-13.111268
13,35,2,-1.0,0.9416228069143757,0.4782608695652174,0,0,0,2,2,-13.287378,-13.22826
13,36,0,-1.05,0.9416228069143757,0.56,0,0,1,3,1,-13.420921,-13.352306
13,37,0,-1.15,0.9416228069143757,0.6923076923076923,0,1,1,2,1,-13.35651,-13.301247
13,38,0,-1.15,0.9416228069143757,0.88,0,0,0,3,2,-13.194917,-13.14881
13,39,0,-0.75,0.9416228069143757,1.08,0,0,0,3,2,-13.542359,-13.468787
13,40,2,-0.75,0.9416228069143757,1.28,1,0,0,3,2,-13.542359,-13.468787
13,41,0,-0.85,0.9416228069143757,1.3703703703703705,1,0,1,4,2,-11.118017,-11.233568
13,42,2,-0.95,0.9416228069143757,1.5357142857142858,1,1,1,3,2,-11.128795,-11.259505
13,43,2,3.15,0.9416228069143757,0.21428571428571427,2,0,0,1,0,-11.125877,-11.262904
13,44,2,0.1,0.9416228069143757,0.0,2,0,0,0,0,-13.706428,-13.891743
13,45,2,-0.8,0.9416228069143757,0.08333333333333333,2,1,1,0,0,-13.72028,-13.90047
13,46,2,-0.9,0.9416228069143757,0.16666666666666666,2,1,2,1,0,-13.822282,-14.013074
13,47,2,-0.85,0.9416228069143757,0.24,2,2,1,0,0,-13.838525,-14.04077
13,48,0,-0.8,0.9416228069143757,0.38095238095238093,2,1,1,0,0,-13.882063,-14.080902
13,49,2,-0.8,0.9416228069143757,0.47619047619047616,2,1,1,0,0,-13.822282,-14.013074
13,50,2,-1.1,0.9416228069143757,0.5416666666666666,2,2,2,1,1,-13.822282,-14.013074
13,51,0,-1.1,0.9416228069143757,0.7083333333333334,2,2,2,0,0,-13.9014,-14.114153
